Location,Population,date,HighestInfectionCount,HighestInfectionCountPerMillion,PercentPopulationInfected
Saudi Arabia,34813867,2020-08-06,3055,87.752,0.008775238901211405
United Arab Emirates,9890400,2021-02-02,866,87.56,0.008755965380571058
Kuwait,4270563,2020-07-06,373,87.342,0.008734211390863453
Qatar,2881060,2021-02-08,251,87.121,0.008712071251553247
United Arab Emirates,9890400,2021-02-01,859,86.852,0.008685189678880531
Qatar,2881060,2021-02-05,250,86.774,0.008677361804335903
Qatar,2881060,2021-02-06,250,86.774,0.008677361804335903
Qatar,2881060,2021-02-07,250,86.774,0.008677361804335903
Saudi Arabia,34813867,2020-08-05,3020,86.747,0.008674704249315367
Qatar,2881060,2021-02-01,249,86.427,0.008642652357118561
Qatar,2881060,2021-02-02,249,86.427,0.008642652357118561
Qatar,2881060,2021-02-03,249,86.427,0.008642652357118561
Qatar,2881060,2021-02-04,249,86.427,0.008642652357118561
Bahrain,1701583,2020-07-31,147,86.39,0.008639014376612837
Bahrain,1701583,2020-08-01,147,86.39,0.008639014376612837
Bahrain,1701583,2020-08-02,147,86.39,0.008639014376612837
Kuwait,4270563,2020-07-05,368,86.171,0.00861713080921649
Qatar,2881060,2021-01-18,248,86.079,0.008607942909901217
Qatar,2881060,2021-01-19,248,86.079,0.008607942909901217
Qatar,2881060,2021-01-20,248,86.079,0.008607942909901217
Qatar,2881060,2021-01-21,248,86.079,0.008607942909901217
Qatar,2881060,2021-01-22,248,86.079,0.008607942909901217
Qatar,2881060,2021-01-23,248,86.079,0.008607942909901217
Qatar,2881060,2021-01-24,248,86.079,0.008607942909901217
Qatar,2881060,2021-01-25,248,86.079,0.008607942909901217
Qatar,2881060,2021-01-26,248,86.079,0.008607942909901217
Qatar,2881060,2021-01-27,248,86.079,0.008607942909901217
Qatar,2881060,2021-01-28,248,86.079,0.008607942909901217
Qatar,2881060,2021-01-29,248,86.079,0.008607942909901217
Qatar,2881060,2021-01-30,248,86.079,0.008607942909901217
Qatar,2881060,2021-01-31,248,86.079,0.008607942909901217
United Arab Emirates,9890400,2021-01-31,850,85.942,0.008594192348135566
Bahrain,1701583,2020-07-30,146,85.802,0.008580245571329756
Saudi Arabia,34813867,2020-08-04,2984,85.713,0.008571297178793727
Kuwait,4270563,2020-07-04,365,85.469,0.008546882460228312
Qatar,2881060,2021-01-08,246,85.385,0.00853852401546653
Qatar,2881060,2021-01-09,246,85.385,0.00853852401546653
Qatar,2881060,2021-01-10,246,85.385,0.00853852401546653
Qatar,2881060,2021-01-11,246,85.385,0.00853852401546653
Qatar,2881060,2021-01-12,246,85.385,0.00853852401546653
Qatar,2881060,2021-01-13,246,85.385,0.00853852401546653
Qatar,2881060,2021-01-14,246,85.385,0.00853852401546653
Qatar,2881060,2021-01-15,246,85.385,0.00853852401546653
Qatar,2881060,2021-01-16,246,85.385,0.00853852401546653
Qatar,2881060,2021-01-17,246,85.385,0.00853852401546653
Qatar,2881060,2020-12-29,245,85.038,0.008503814568249186
Qatar,2881060,2020-12-30,245,85.038,0.008503814568249186
Qatar,2881060,2020-12-31,245,85.038,0.008503814568249186
Qatar,2881060,2021-01-01,245,85.038,0.008503814568249186
Qatar,2881060,2021-01-02,245,85.038,0.008503814568249186
Qatar,2881060,2021-01-03,245,85.038,0.008503814568249186
Qatar,2881060,2021-01-04,245,85.038,0.008503814568249186
Qatar,2881060,2021-01-05,245,85.038,0.008503814568249186
Qatar,2881060,2021-01-06,245,85.038,0.008503814568249186
Qatar,2881060,2021-01-07,245,85.038,0.008503814568249186
United Arab Emirates,9890400,2021-01-30,838,84.729,0.008472862573808946
Saudi Arabia,34813867,2020-08-03,2949,84.708,0.008470762526897687
Qatar,2881060,2020-12-25,244,84.691,0.008469105121031842
Qatar,2881060,2020-12-26,244,84.691,0.008469105121031842
Qatar,2881060,2020-12-27,244,84.691,0.008469105121031842
Qatar,2881060,2020-12-28,244,84.691,0.008469105121031842
Bahrain,1701583,2020-07-29,144,84.627,0.008462707960763595
Qatar,2881060,2020-12-19,243,84.344,0.008434395673814498
Qatar,2881060,2020-12-20,243,84.344,0.008434395673814498
Qatar,2881060,2020-12-21,243,84.344,0.008434395673814498
Qatar,2881060,2020-12-22,243,84.344,0.008434395673814498
Qatar,2881060,2020-12-23,243,84.344,0.008434395673814498
Qatar,2881060,2020-12-24,243,84.344,0.008434395673814498
Kuwait,4270563,2020-07-03,360,84.298,0.008429801878581349
Kuwait,4270563,2020-07-02,359,84.064,0.008406385762251957
Qatar,2881060,2020-12-16,242,83.997,0.008399686226597156
Qatar,2881060,2020-12-17,242,83.997,0.008399686226597156
Qatar,2881060,2020-12-18,242,83.997,0.008399686226597156
Kuwait,4270563,2020-07-01,358,83.83,0.008382969645922562
Saudi Arabia,34813867,2020-08-02,2917,83.788,0.008378845130878452
Qatar,2881060,2020-12-14,241,83.65,0.008364976779379812
Qatar,2881060,2020-12-15,241,83.65,0.008364976779379812
United Arab Emirates,9890400,2021-01-29,826,83.515,0.008351532799482326
Qatar,2881060,2020-12-09,240,83.303,0.008330267332162468
Qatar,2881060,2020-12-10,240,83.303,0.008330267332162468
Qatar,2881060,2020-12-11,240,83.303,0.008330267332162468
Qatar,2881060,2020-12-12,240,83.303,0.008330267332162468
Qatar,2881060,2020-12-13,240,83.303,0.008330267332162468
Qatar,2881060,2020-12-02,239,82.956,0.008295557884945124
Qatar,2881060,2020-12-03,239,82.956,0.008295557884945124
Qatar,2881060,2020-12-04,239,82.956,0.008295557884945124
Qatar,2881060,2020-12-05,239,82.956,0.008295557884945124
Qatar,2881060,2020-12-06,239,82.956,0.008295557884945124
Qatar,2881060,2020-12-07,239,82.956,0.008295557884945124
Qatar,2881060,2020-12-08,239,82.956,0.008295557884945124
Saudi Arabia,34813867,2020-08-01,2887,82.927,0.008292672572110419
Kuwait,4270563,2020-06-30,354,82.893,0.008289305180604993
Bahrain,1701583,2020-07-27,141,82.864,0.008286401544914354
Bahrain,1701583,2020-07-28,141,82.864,0.008286401544914354
United Arab Emirates,9890400,2021-01-28,819,82.808,0.008280757097791797
Qatar,2881060,2020-12-01,238,82.608,0.00826084843772778
Oman,5106622,2020-07-30,421,82.442,0.008244197436191675
Oman,5106622,2020-07-31,421,82.442,0.008244197436191675
Oman,5106622,2020-08-01,421,82.442,0.008244197436191675
Oman,5106622,2020-08-02,421,82.442,0.008244197436191675
Oman,5106622,2020-08-03,421,82.442,0.008244197436191675
Oman,5106622,2020-08-04,421,82.442,0.008244197436191675
Saudi Arabia,34813867,2020-07-31,2866,82.324,0.008232351780972794
Bahrain,1701583,2020-07-26,140,82.276,0.008227632739631273
Qatar,2881060,2020-11-25,237,82.261,0.008226138990510437
Qatar,2881060,2020-11-26,237,82.261,0.008226138990510437
Qatar,2881060,2020-11-27,237,82.261,0.008226138990510437
Qatar,2881060,2020-11-28,237,82.261,0.008226138990510437
Qatar,2881060,2020-11-29,237,82.261,0.008226138990510437
Qatar,2881060,2020-11-30,237,82.261,0.008226138990510437
United Arab Emirates,9890400,2021-01-27,811,81.999,0.00819987058157405
Kuwait,4270563,2020-06-29,350,81.956,0.008195640715287422
Qatar,2881060,2020-11-22,236,81.914,0.008191429543293093
Qatar,2881060,2020-11-23,236,81.914,0.008191429543293093
Qatar,2881060,2020-11-24,236,81.914,0.008191429543293093
Saudi Arabia,34813867,2020-07-30,2842,81.634,0.008163413733958368
Qatar,2881060,2020-11-16,235,81.567,0.00815672009607575
Qatar,2881060,2020-11-17,235,81.567,0.00815672009607575
Qatar,2881060,2020-11-18,235,81.567,0.00815672009607575
Qatar,2881060,2020-11-19,235,81.567,0.00815672009607575
Qatar,2881060,2020-11-20,235,81.567,0.00815672009607575
Qatar,2881060,2020-11-21,235,81.567,0.00815672009607575
Kuwait,4270563,2020-06-28,348,81.488,0.008148808482628637
United Arab Emirates,9890400,2021-01-26,805,81.392,0.00813920569441074
Qatar,2881060,2020-11-12,234,81.22,0.008122010648858407
Qatar,2881060,2020-11-13,234,81.22,0.008122010648858407
Qatar,2881060,2020-11-14,234,81.22,0.008122010648858407
Qatar,2881060,2020-11-15,234,81.22,0.008122010648858407
Saudi Arabia,34813867,2020-07-29,2816,80.887,0.008088730849692739
Qatar,2881060,2020-11-10,233,80.873,0.008087301201641063
Qatar,2881060,2020-11-11,233,80.873,0.008087301201641063
United Arab Emirates,9890400,2021-01-25,798,80.684,0.008068429992720214
Oman,5106622,2020-07-29,412,80.68,0.008067955685774276
Kuwait,4270563,2020-06-27,344,80.551,0.008055144017311068
Qatar,2881060,2020-10-30,232,80.526,0.00805259175442372
Qatar,2881060,2020-10-31,232,80.526,0.00805259175442372
Qatar,2881060,2020-11-01,232,80.526,0.00805259175442372
Qatar,2881060,2020-11-02,232,80.526,0.00805259175442372
Qatar,2881060,2020-11-03,232,80.526,0.00805259175442372
Qatar,2881060,2020-11-04,232,80.526,0.00805259175442372
Qatar,2881060,2020-11-05,232,80.526,0.00805259175442372
Qatar,2881060,2020-11-06,232,80.526,0.00805259175442372
Qatar,2881060,2020-11-07,232,80.526,0.00805259175442372
Qatar,2881060,2020-11-08,232,80.526,0.00805259175442372
Qatar,2881060,2020-11-09,232,80.526,0.00805259175442372
Bahrain,1701583,2020-07-25,137,80.513,0.008051326323782032
Qatar,2881060,2020-10-29,231,80.179,0.008017882307206375
Saudi Arabia,34813867,2020-07-28,2789,80.112,0.00801117554680151
United Arab Emirates,9890400,2021-01-24,792,80.078,0.008007765105556904
Bahrain,1701583,2020-07-24,136,79.926,0.007992557518498951
Kuwait,4270563,2020-06-26,341,79.849,0.007984895668322889
Qatar,2881060,2020-10-25,230,79.832,0.007983172859989032
Qatar,2881060,2020-10-26,230,79.832,0.007983172859989032
Qatar,2881060,2020-10-27,230,79.832,0.007983172859989032
Qatar,2881060,2020-10-28,230,79.832,0.007983172859989032
Qatar,2881060,2020-10-23,229,79.485,0.007948463412771688
Qatar,2881060,2020-10-24,229,79.485,0.007948463412771688
Kuwait,4270563,2020-06-25,339,79.381,0.007938063435664102
Saudi Arabia,34813867,2020-07-27,2760,79.279,0.007927875406659077
United Arab Emirates,9890400,2021-01-23,783,79.168,0.007916767774811938
Qatar,2881060,2020-10-22,228,79.138,0.007913753965554346
Kuwait,4270563,2020-06-24,337,78.912,0.007891231203005318
Bahrain,1701583,2020-07-23,134,78.75,0.00787501990793279
Oman,5106622,2020-07-28,402,78.721,0.007872131518643832
Saudi Arabia,34813867,2020-07-26,2733,78.503,0.007850320103767846
United Arab Emirates,9890400,2021-01-22,776,78.46,0.007845992073121411
Kuwait,4270563,2020-06-23,334,78.21,0.00782098285401714
Qatar,2881060,2020-10-21,225,78.096,0.007809625623902314
Qatar,2881060,2020-10-18,224,77.749,0.00777491617668497
Qatar,2881060,2020-10-19,224,77.749,0.00777491617668497
Qatar,2881060,2020-10-20,224,77.749,0.00777491617668497
Saudi Arabia,34813867,2020-07-25,2703,77.641,0.0077641475449998125
United Arab Emirates,9890400,2021-01-21,766,77.449,0.007744883927849228
Qatar,2881060,2020-10-17,223,77.402,0.007740206729467626
Kuwait,4270563,2020-06-22,330,77.273,0.0077273183886995694
Qatar,2881060,2020-10-15,222,77.055,0.0077054972822502826
Qatar,2881060,2020-10-16,222,77.055,0.0077054972822502826
United Arab Emirates,9890400,2021-01-20,762,77.044,0.007704440669740354
Oman,5106622,2020-07-27,393,76.959,0.007695889768226433
Saudi Arabia,34813867,2020-07-24,2672,76.751,0.007675102567606178
United Arab Emirates,9890400,2021-01-19,756,76.438,0.007643775782577044
Bahrain,1701583,2020-07-22,130,76.399,0.007639944686800467
Qatar,2881060,2020-10-11,220,76.361,0.007636078387815596
Qatar,2881060,2020-10-12,220,76.361,0.007636078387815596
Qatar,2881060,2020-10-13,220,76.361,0.007636078387815596
Qatar,2881060,2020-10-14,220,76.361,0.007636078387815596
Kuwait,4270563,2020-06-21,326,76.337,0.007633653923381998
Qatar,2881060,2020-10-09,219,76.014,0.007601368940598252
Qatar,2881060,2020-10-10,219,76.014,0.007601368940598252
United Arab Emirates,9890400,2021-01-18,751,75.932,0.007593221709940952
Bahrain,1701583,2020-07-21,129,75.812,0.007581175881517388
Saudi Arabia,34813867,2020-07-23,2635,75.688,0.007568823078458937
Qatar,2881060,2020-10-07,218,75.667,0.007566659493380909
Qatar,2881060,2020-10-08,218,75.667,0.007566659493380909
United Arab Emirates,9890400,2021-01-17,745,75.326,0.007532556822777642
Bahrain,1701583,2020-07-20,128,75.224,0.007522407076234307
Oman,5106622,2020-07-26,384,75.196,0.007519648017809032
Qatar,2881060,2020-10-03,216,74.972,0.007497240598946221
Qatar,2881060,2020-10-04,216,74.972,0.007497240598946221
Qatar,2881060,2020-10-05,216,74.972,0.007497240598946221
Qatar,2881060,2020-10-06,216,74.972,0.007497240598946221
United Arab Emirates,9890400,2021-01-16,740,74.82,0.007482002750141551
Saudi Arabia,34813867,2020-07-22,2601,74.712,0.0074711608451885
Kuwait,4270563,2020-06-20,319,74.697,0.007469741109076251
Qatar,2881060,2020-10-02,215,74.625,0.0074625311517288765
Qatar,2881060,2020-09-26,214,74.278,0.007427821704511534
Qatar,2881060,2020-09-27,214,74.278,0.007427821704511534
Qatar,2881060,2020-09-28,214,74.278,0.007427821704511534
Qatar,2881060,2020-09-29,214,74.278,0.007427821704511534
Qatar,2881060,2020-09-30,214,74.278,0.007427821704511534
Qatar,2881060,2020-10-01,214,74.278,0.007427821704511534
United Arab Emirates,9890400,2021-01-15,733,74.112,0.007411227048451024
Bahrain,1701583,2020-07-19,126,74.049,0.007404869465668145
Qatar,2881060,2020-09-23,212,73.584,0.007358402810076846
Qatar,2881060,2020-09-24,212,73.584,0.007358402810076846
Qatar,2881060,2020-09-25,212,73.584,0.007358402810076846
Saudi Arabia,34813867,2020-07-21,2557,73.448,0.00734477442566205
United Arab Emirates,9890400,2021-01-14,726,73.405,0.007340451346760495
Kuwait,4270563,2020-06-19,313,73.292,0.007329244411099894
Qatar,2881060,2020-09-21,211,73.237,0.007323693362859504
Qatar,2881060,2020-09-22,211,73.237,0.007323693362859504
United Arab Emirates,9890400,2021-01-13,723,73.101,0.00731011890317884
Qatar,2881060,2020-09-20,210,72.89,0.00728898391564216
Bahrain,1701583,2020-07-17,124,72.873,0.007287331855101985
Bahrain,1701583,2020-07-18,124,72.873,0.007287331855101985
Oman,5106622,2020-07-25,371,72.651,0.007265076600539456
Qatar,2881060,2020-09-18,209,72.543,0.007254274468424815
Qatar,2881060,2020-09-19,209,72.543,0.007254274468424815
United Arab Emirates,9890400,2021-01-12,717,72.495,0.007249454016015531
Saudi Arabia,34813867,2020-07-20,2523,72.471,0.007247112192391611
Qatar,2881060,2020-09-15,208,72.196,0.007219565021207471
Qatar,2881060,2020-09-16,208,72.196,0.007219565021207471
Qatar,2881060,2020-09-17,208,72.196,0.007219565021207471
Kuwait,4270563,2020-06-18,308,72.122,0.007212163829452931
United Arab Emirates,9890400,2021-01-11,711,71.888,0.007188789128852221
Qatar,2881060,2020-09-14,207,71.849,0.007184855573990129
Kuwait,4270563,2020-06-17,306,71.653,0.007165331596794147
United Arab Emirates,9890400,2021-01-10,708,71.585,0.007158456685270566
Saudi Arabia,34813867,2020-07-19,2486,71.408,0.0071408327032443705
Qatar,2881060,2020-09-07,205,71.154,0.007115436679555441
Qatar,2881060,2020-09-08,205,71.154,0.007115436679555441
Qatar,2881060,2020-09-09,205,71.154,0.007115436679555441
Qatar,2881060,2020-09-10,205,71.154,0.007115436679555441
Qatar,2881060,2020-09-11,205,71.154,0.007115436679555441
Qatar,2881060,2020-09-12,205,71.154,0.007115436679555441
Qatar,2881060,2020-09-13,205,71.154,0.007115436679555441
Bahrain,1701583,2020-07-16,121,71.11,0.0071110254392527435
United Arab Emirates,9890400,2021-01-09,702,70.978,0.007097791798107256
Kuwait,4270563,2020-06-16,303,70.951,0.007095083247805969
United Arab Emirates,9890400,2021-01-08,697,70.472,0.007047237725471164
Qatar,2881060,2020-09-06,203,70.46,0.007046017785120754
Oman,5106622,2020-07-24,359,70.301,0.0070300875999829236
Saudi Arabia,34813867,2020-07-18,2447,70.288,0.007028808376845928
United Arab Emirates,9890400,2021-01-07,694,70.169,0.007016905281889509
Qatar,2881060,2020-09-05,202,70.113,0.00701130833790341
Kuwait,4270563,2020-06-15,298,69.78,0.006978002666159005
Qatar,2881060,2020-09-03,201,69.766,0.006976598890686066
Qatar,2881060,2020-09-04,201,69.766,0.006976598890686066
United Arab Emirates,9890400,2021-01-06,689,69.664,0.0069663512092534175
Oman,5106622,2020-07-23,355,69.518,0.006951757933130747
Kuwait,4270563,2020-06-14,296,69.312,0.0069311704335002205
United Arab Emirates,9890400,2021-01-05,685,69.259,0.006925907951144544
Saudi Arabia,34813867,2020-07-17,2407,69.139,0.006913911631821883
Qatar,2881060,2020-09-02,199,69.072,0.006907179996251379
United Arab Emirates,9890400,2021-01-04,682,68.956,0.0068955755075628886
Bahrain,1701583,2020-07-15,117,68.76,0.006875950218120421
Qatar,2881060,2020-09-01,198,68.725,0.0068724705490340356
United Arab Emirates,9890400,2021-01-03,679,68.652,0.006865243063981235
Qatar,2881060,2020-08-30,197,68.378,0.006837761101816693
Qatar,2881060,2020-08-31,197,68.378,0.006837761101816693
Oman,5106622,2020-07-22,349,68.343,0.006834263432852481
United Arab Emirates,9890400,2021-01-02,674,68.147,0.006814688991345142
Saudi Arabia,34813867,2020-07-16,2370,68.076,0.006807632142674641
Qatar,2881060,2020-08-28,196,68.031,0.006803051654599349
Qatar,2881060,2020-08-29,196,68.031,0.006803051654599349
United Arab Emirates,9890400,2021-01-01,671,67.844,0.006784356547763487
Qatar,2881060,2020-08-27,195,67.683,0.006768342207382005
Kuwait,4270563,2020-06-13,289,67.673,0.006767257619194471
United Arab Emirates,9890400,2020-12-31,669,67.641,0.006764134918709051
Qatar,2881060,2020-08-24,194,67.336,0.006733632760164661
Qatar,2881060,2020-08-25,194,67.336,0.006733632760164661
Qatar,2881060,2020-08-26,194,67.336,0.006733632760164661
United Arab Emirates,9890400,2020-12-30,665,67.237,0.006723691660600178
Qatar,2881060,2020-08-16,193,66.989,0.006698923312947318
Qatar,2881060,2020-08-17,193,66.989,0.006698923312947318
Qatar,2881060,2020-08-18,193,66.989,0.006698923312947318
Qatar,2881060,2020-08-19,193,66.989,0.006698923312947318
Qatar,2881060,2020-08-20,193,66.989,0.006698923312947318
Qatar,2881060,2020-08-21,193,66.989,0.006698923312947318
Qatar,2881060,2020-08-22,193,66.989,0.006698923312947318
Qatar,2881060,2020-08-23,193,66.989,0.006698923312947318
United Arab Emirates,9890400,2020-12-29,662,66.934,0.006693359217018523
Saudi Arabia,34813867,2020-07-15,2325,66.784,0.0066783733045225925
Kuwait,4270563,2020-06-12,285,66.736,0.0066735931538769
United Arab Emirates,9890400,2020-12-28,660,66.731,0.006673137587964085
Qatar,2881060,2020-08-15,192,66.642,0.006664213865729974
United Arab Emirates,9890400,2020-12-27,657,66.428,0.006642805144382432
United Arab Emirates,9890400,2020-12-26,655,66.226,0.006622583515327994
United Arab Emirates,9890400,2020-12-25,653,66.024,0.006602361886273558
Oman,5106622,2020-07-21,337,65.993,0.006599274432295949
Qatar,2881060,2020-08-12,190,65.948,0.006594794971295287
Qatar,2881060,2020-08-13,190,65.948,0.006594794971295287
Qatar,2881060,2020-08-14,190,65.948,0.006594794971295287
Saudi Arabia,34813867,2020-07-14,2283,65.577,0.006557731722247344
United Arab Emirates,9890400,2020-12-24,647,65.417,0.006541696999110248
Kuwait,4270563,2020-06-11,279,65.331,0.006533096455900545
Qatar,2881060,2020-08-10,188,65.254,0.0065253760768606
Qatar,2881060,2020-08-11,188,65.254,0.0065253760768606
Bahrain,1701583,2020-07-14,111,65.233,0.0065233373864219376
United Arab Emirates,9890400,2020-12-23,645,65.215,0.006521475370055812
United Arab Emirates,9890400,2020-12-22,642,64.911,0.006491142926474157
United Arab Emirates,9890400,2020-12-21,639,64.608,0.006460810482892501
Saudi Arabia,34813867,2020-07-13,2243,64.428,0.0064428349772233
United Arab Emirates,9890400,2020-12-20,637,64.406,0.006440588853838065
Kuwait,4270563,2020-06-10,275,64.394,0.006439431990582976
United Arab Emirates,9890400,2020-12-19,634,64.103,0.00641025641025641
Bahrain,1701583,2020-07-13,109,64.058,0.0064057997758557765
Kuwait,4270563,2020-06-09,273,63.926,0.006392599757924189
Qatar,2881060,2020-08-09,184,63.865,0.006386538287991225
Saudi Arabia,34813867,2020-07-12,2223,63.854,0.006385386604711278
Oman,5106622,2020-07-20,326,63.839,0.006383867848452461
United Arab Emirates,9890400,2020-12-18,630,63.698,0.006369813152147536
United Arab Emirates,9890400,2020-12-17,629,63.597,0.006359702337620319
Bahrain,1701583,2020-07-12,108,63.47,0.006347030970572697
United Arab Emirates,9890400,2020-12-16,626,63.294,0.006329369894038664
Qatar,2881060,2020-08-08,182,63.171,0.006317119393556538
Kuwait,4270563,2020-06-08,269,62.989,0.006298935292606618
United Arab Emirates,9890400,2020-12-15,622,62.889,0.00628892663592979
Saudi Arabia,34813867,2020-07-11,2181,62.647,0.006264745022436032
United Arab Emirates,9890400,2020-12-14,618,62.485,0.006248483377820918
Qatar,2881060,2020-08-07,180,62.477,0.00624770049912185
United Arab Emirates,9890400,2020-12-13,617,62.384,0.006238372563293699
Oman,5106622,2020-07-19,318,62.272,0.006227208514748106
Kuwait,4270563,2020-06-07,264,61.819,0.006181854710959655
Saudi Arabia,34813867,2020-07-10,2151,61.786,0.0061785724636679975
Qatar,2881060,2020-08-05,178,61.783,0.006178281604687164
Qatar,2881060,2020-08-06,178,61.783,0.006178281604687164
United Arab Emirates,9890400,2020-12-12,609,61.575,0.006157486047075952
Qatar,2881060,2020-08-02,177,61.436,0.00614357215746982
Qatar,2881060,2020-08-03,177,61.436,0.00614357215746982
Qatar,2881060,2020-08-04,177,61.436,0.00614357215746982
United Arab Emirates,9890400,2020-12-11,607,61.373,0.006137264418021516
Bahrain,1701583,2020-07-10,104,61.12,0.006111955749440375
Bahrain,1701583,2020-07-11,104,61.12,0.006111955749440375
United Arab Emirates,9890400,2020-12-10,602,60.867,0.006086710345385424
Bahrain,1701583,2020-07-09,103,60.532,0.0060531869441572935
United Arab Emirates,9890400,2020-12-09,598,60.463,0.006046267087276551
Qatar,2881060,2020-07-31,174,60.394,0.0060394438158177886
Qatar,2881060,2020-08-01,174,60.394,0.0060394438158177886
Saudi Arabia,34813867,2020-07-09,2100,60.321,0.006032079113762341
Oman,5106622,2020-07-18,308,60.314,0.006031384347617662
United Arab Emirates,9890400,2020-12-08,596,60.26,0.006026045458222115
United Arab Emirates,9890400,2020-12-07,594,60.058,0.006005823829167678
United Arab Emirates,9890400,2020-12-06,592,59.856,0.0059856022001132415
United Arab Emirates,9890400,2020-12-05,589,59.553,0.0059552697565315865
Kuwait,4270563,2020-06-06,254,59.477,0.005947693547665729
Qatar,2881060,2020-07-30,171,59.353,0.005935315474165759
United Arab Emirates,9890400,2020-12-04,586,59.249,0.0059249373129499315
United Arab Emirates,9890400,2020-12-03,585,59.148,0.005914826498422713
Saudi Arabia,34813867,2020-07-08,2059,59.143,0.005914309950112695
Qatar,2881060,2020-07-29,169,58.659,0.005865896579731071
United Arab Emirates,9890400,2020-12-02,580,58.643,0.0058642724257866215
Oman,5106622,2020-07-17,298,58.356,0.005835560180487218
United Arab Emirates,9890400,2020-12-01,576,58.238,0.0058238291676777475
Qatar,2881060,2020-07-28,167,57.965,0.005796477685296383
Saudi Arabia,34813867,2020-07-07,2017,57.937,0.005793668367837448
United Arab Emirates,9890400,2020-11-30,572,57.834,0.0057833859095688745
United Arab Emirates,9890400,2020-11-29,570,57.632,0.005763164280514438
Bahrain,1701583,2020-07-06,98,57.593,0.005759342917741891
Bahrain,1701583,2020-07-07,98,57.593,0.005759342917741891
Bahrain,1701583,2020-07-08,98,57.593,0.005759342917741891
United Arab Emirates,9890400,2020-11-28,569,57.531,0.00575305346598722
United Arab Emirates,9890400,2020-11-27,567,57.328,0.005732831836932783
Qatar,2881060,2020-07-26,165,57.271,0.0057270587908616975
Qatar,2881060,2020-07-27,165,57.271,0.0057270587908616975
Kuwait,4270563,2020-06-05,244,57.135,0.005713532384371803
United Arab Emirates,9890400,2020-11-26,564,57.025,0.005702499393351128
Bahrain,1701583,2020-07-05,97,57.006,0.00570057411245881
United Arab Emirates,9890400,2020-11-25,563,56.924,0.00569238857882391
Qatar,2881060,2020-07-23,164,56.923,0.005692349343644353
Qatar,2881060,2020-07-24,164,56.923,0.005692349343644353
Qatar,2881060,2020-07-25,164,56.923,0.005692349343644353
Oman,5106622,2020-07-16,290,56.789,0.005678900846782863
Qatar,2881060,2020-07-22,163,56.576,0.00565763989642701
Saudi Arabia,34813867,2020-07-06,1968,56.529,0.005652919855182994
United Arab Emirates,9890400,2020-11-24,559,56.519,0.005651945320715037
Bahrain,1701583,2020-07-04,96,56.418,0.00564180530717573
United Arab Emirates,9890400,2020-11-23,554,56.014,0.005601391248078945
Bahrain,1701583,2020-07-03,95,55.83,0.005583036501892649
United Arab Emirates,9890400,2020-11-22,552,55.812,0.005581169619024508
Qatar,2881060,2020-07-21,160,55.535,0.005553511554774978
United Arab Emirates,9890400,2020-11-21,548,55.407,0.005540726360915635
United Arab Emirates,9890400,2020-11-20,547,55.306,0.005530615546388417
Kuwait,4270563,2020-06-04,236,55.262,0.005526203453736662
Bahrain,1701583,2020-07-02,94,55.243,0.005524267696609569
Qatar,2881060,2020-07-20,159,55.188,0.005518802107557635
Saudi Arabia,34813867,2020-07-05,1916,55.036,0.005503554086651735
Oman,5106622,2020-07-15,281,55.027,0.005502659096365464
United Arab Emirates,9890400,2020-11-19,544,55.003,0.005500283102806762
United Arab Emirates,9890400,2020-11-18,542,54.801,0.005480061473752325
Qatar,2881060,2020-07-19,157,54.494,0.005449383213122948
United Arab Emirates,9890400,2020-11-17,538,54.396,0.005439618215643452
Bahrain,1701583,2020-07-01,92,54.067,0.005406730086043408
United Arab Emirates,9890400,2020-11-16,534,53.992,0.005399174957534579
Kuwait,4270563,2020-06-03,230,53.857,0.005385706755760306
United Arab Emirates,9890400,2020-11-15,530,53.587,0.005358731699425706
Oman,5106622,2020-07-14,273,53.46,0.005345999762661109
Qatar,2881060,2020-07-18,154,53.453,0.005345254871470917
United Arab Emirates,9890400,2020-11-13,528,53.385,0.005338510070371269
United Arab Emirates,9890400,2020-11-14,528,53.385,0.005338510070371269
Saudi Arabia,34813867,2020-07-04,1858,53.37,0.005336953806366871
Qatar,2881060,2020-07-17,153,53.105,0.005310545424253573
Kuwait,4270563,2020-06-02,226,52.92,0.005292042290442735
United Arab Emirates,9890400,2020-11-12,523,52.88,0.005287955997735177
Qatar,2881060,2020-07-16,152,52.758,0.00527583597703623
United Arab Emirates,9890400,2020-11-11,520,52.576,0.005257623554153522
Qatar,2881060,2020-07-15,151,52.411,0.005241126529818886
United Arab Emirates,9890400,2020-11-10,518,52.374,0.005237401925099086
United Arab Emirates,9890400,2020-11-09,515,52.071,0.005207069481517431
Qatar,2881060,2020-07-14,150,52.064,0.0052064170826015424
United Arab Emirates,9890400,2020-11-07,514,51.97,0.005196958666990213
United Arab Emirates,9890400,2020-11-08,514,51.97,0.005196958666990213
Saudi Arabia,34813867,2020-07-03,1802,51.761,0.005176098363333209
Qatar,2881060,2020-07-13,149,51.717,0.0051717076353841995
United Arab Emirates,9890400,2020-11-06,510,51.565,0.00515651540888134
Kuwait,4270563,2020-06-01,220,51.515,0.005151545592466379
United Arab Emirates,9890400,2020-11-05,508,51.363,0.005136293779826903
Bahrain,1701583,2020-06-30,87,51.129,0.005112886059628005
United Arab Emirates,9890400,2020-11-04,505,51.06,0.005105961336245248
Qatar,2881060,2020-07-12,147,51.023,0.005102288740949512
