Location,Population,date,HighestInfectionCount,HighestInfectionCountPerMillion,PercentPopulationInfected
Kuwait,4270563,2020-12-09,905,211.916,0.021191585278100337
Bahrain,1701583,2021-01-17,360,211.568,0.021156769901908987
Bahrain,1701583,2021-01-18,360,211.568,0.021156769901908987
Kuwait,4270563,2020-12-08,900,210.745,0.02107450469645337
Bahrain,1701583,2021-01-16,358,210.392,0.021039232291342826
Kuwait,4270563,2020-12-07,897,210.043,0.021004256347465194
Bahrain,1701583,2021-01-15,357,209.805,0.020980463486059746
Oman,5106622,2020-10-15,1071,209.728,0.020972768299670506
Oman,5106622,2020-10-16,1071,209.728,0.020972768299670506
Oman,5106622,2020-10-17,1071,209.728,0.020972768299670506
Bahrain,1701583,2021-01-10,356,209.217,0.020921694680776665
Bahrain,1701583,2021-01-11,356,209.217,0.020921694680776665
Bahrain,1701583,2021-01-12,356,209.217,0.020921694680776665
Bahrain,1701583,2021-01-13,356,209.217,0.020921694680776665
Bahrain,1701583,2021-01-14,356,209.217,0.020921694680776665
Kuwait,4270563,2020-12-06,891,208.638,0.020863759649488837
Bahrain,1701583,2021-01-09,355,208.629,0.020862925875493585
Kuwait,4270563,2020-12-05,889,208.169,0.020816927416830052
Bahrain,1701583,2021-01-08,354,208.042,0.020804157070210504
Oman,5106622,2020-10-14,1061,207.769,0.020776944132540064
Kuwait,4270563,2020-12-04,886,207.467,0.020746679067841875
Bahrain,1701583,2021-01-06,353,207.454,0.020745388264927424
Bahrain,1701583,2021-01-07,353,207.454,0.020745388264927424
Kuwait,4270563,2020-12-03,884,206.998,0.020699846835183087
Bahrain,1701583,2020-12-30,352,206.866,0.020686619459644343
Bahrain,1701583,2020-12-31,352,206.866,0.020686619459644343
Bahrain,1701583,2021-01-01,352,206.866,0.020686619459644343
Bahrain,1701583,2021-01-02,352,206.866,0.020686619459644343
Bahrain,1701583,2021-01-03,352,206.866,0.020686619459644343
Bahrain,1701583,2021-01-04,352,206.866,0.020686619459644343
Bahrain,1701583,2021-01-05,352,206.866,0.020686619459644343
Kuwait,4270563,2020-12-02,882,206.53,0.020653014602524306
Kuwait,4270563,2020-12-01,881,206.296,0.02062959848619491
Bahrain,1701583,2020-12-25,351,206.279,0.020627850654361263
Bahrain,1701583,2020-12-26,351,206.279,0.020627850654361263
Bahrain,1701583,2020-12-27,351,206.279,0.020627850654361263
Bahrain,1701583,2020-12-28,351,206.279,0.020627850654361263
Bahrain,1701583,2020-12-29,351,206.279,0.020627850654361263
Oman,5106622,2020-10-13,1053,206.203,0.02062028479883571
Kuwait,4270563,2020-11-30,880,206.062,0.020606182369865517
Bahrain,1701583,2020-12-21,350,205.691,0.020569081849078182
Bahrain,1701583,2020-12-22,350,205.691,0.020569081849078182
Bahrain,1701583,2020-12-23,350,205.691,0.020569081849078182
Bahrain,1701583,2020-12-24,350,205.691,0.020569081849078182
Kuwait,4270563,2020-11-29,878,205.594,0.020559350137206733
Bahrain,1701583,2020-12-16,349,205.103,0.0205103130437951
Bahrain,1701583,2020-12-17,349,205.103,0.0205103130437951
Bahrain,1701583,2020-12-18,349,205.103,0.0205103130437951
Bahrain,1701583,2020-12-19,349,205.103,0.0205103130437951
Bahrain,1701583,2020-12-20,349,205.103,0.0205103130437951
Kuwait,4270563,2020-11-28,875,204.891,0.020489101788218556
Oman,5106622,2020-10-12,1046,204.832,0.020483207881844396
Kuwait,4270563,2020-11-27,874,204.657,0.020465685671889163
Bahrain,1701583,2020-12-12,348,204.515,0.02045154423851202
Bahrain,1701583,2020-12-13,348,204.515,0.02045154423851202
Bahrain,1701583,2020-12-14,348,204.515,0.02045154423851202
Bahrain,1701583,2020-12-15,348,204.515,0.02045154423851202
Kuwait,4270563,2020-11-26,872,204.189,0.02041885343923038
Kuwait,4270563,2020-11-25,871,203.954,0.020395437322900986
Bahrain,1701583,2020-12-09,347,203.928,0.02039277543322894
Bahrain,1701583,2020-12-10,347,203.928,0.02039277543322894
Bahrain,1701583,2020-12-11,347,203.928,0.02039277543322894
Kuwait,4270563,2020-11-24,870,203.72,0.020372021206571594
Oman,5106622,2020-10-11,1038,203.265,0.02032654854814004
Kuwait,4270563,2020-11-23,868,203.252,0.020325188973912806
Kuwait,4270563,2020-11-22,866,202.784,0.02027835674125402
Kuwait,4270563,2020-11-21,863,202.081,0.020208108392265844
Kuwait,4270563,2020-11-20,861,201.613,0.02016127615960706
Bahrain,1701583,2020-12-08,343,201.577,0.02015770021209662
Kuwait,4270563,2020-11-19,859,201.144,0.020114443926948274
Kuwait,4270563,2020-11-18,857,200.676,0.020067611694289486
Bahrain,1701583,2020-11-26,341,200.402,0.020040162601530458
Bahrain,1701583,2020-11-27,341,200.402,0.020040162601530458
Bahrain,1701583,2020-11-28,341,200.402,0.020040162601530458
Bahrain,1701583,2020-11-29,341,200.402,0.020040162601530458
Bahrain,1701583,2020-11-30,341,200.402,0.020040162601530458
Bahrain,1701583,2020-12-01,341,200.402,0.020040162601530458
Bahrain,1701583,2020-12-02,341,200.402,0.020040162601530458
Bahrain,1701583,2020-12-03,341,200.402,0.020040162601530458
Bahrain,1701583,2020-12-04,341,200.402,0.020040162601530458
Bahrain,1701583,2020-12-05,341,200.402,0.020040162601530458
Bahrain,1701583,2020-12-06,341,200.402,0.020040162601530458
Bahrain,1701583,2020-12-07,341,200.402,0.020040162601530458
Saudi Arabia,34813867,2021-04-30,6957,199.834,0.019983416378306956
Bahrain,1701583,2020-11-24,340,199.814,0.019981393796247377
Bahrain,1701583,2020-11-25,340,199.814,0.019981393796247377
Saudi Arabia,34813867,2021-04-29,6946,199.518,0.019951819773425344
Bahrain,1701583,2020-11-23,339,199.226,0.019922624990964297
Saudi Arabia,34813867,2021-04-28,6935,199.202,0.01992022316854373
Saudi Arabia,34813867,2021-04-27,6922,198.829,0.019882881726410916
Bahrain,1701583,2020-11-20,338,198.639,0.019863856185681216
Bahrain,1701583,2020-11-21,338,198.639,0.019863856185681216
Bahrain,1701583,2020-11-22,338,198.639,0.019863856185681216
Saudi Arabia,34813867,2021-04-26,6913,198.57,0.019857029958780505
Kuwait,4270563,2020-11-17,848,198.569,0.019856866647324955
Saudi Arabia,34813867,2021-04-25,6900,198.197,0.019819688516647692
Bahrain,1701583,2020-11-16,337,198.051,0.019805087380398136
Bahrain,1701583,2020-11-17,337,198.051,0.019805087380398136
Bahrain,1701583,2020-11-18,337,198.051,0.019805087380398136
Bahrain,1701583,2020-11-19,337,198.051,0.019805087380398136
Saudi Arabia,34813867,2021-04-24,6887,197.823,0.01978234707451488
Oman,5106622,2020-10-08,1009,197.587,0.019758658463461753
Oman,5106622,2020-10-09,1009,197.587,0.019758658463461753
Oman,5106622,2020-10-10,1009,197.587,0.019758658463461753
Saudi Arabia,34813867,2021-04-23,6878,197.565,0.019756495306884468
Saudi Arabia,34813867,2021-04-22,6869,197.306,0.019730643539254057
Kuwait,4270563,2020-11-16,842,197.164,0.019716369949348597
Saudi Arabia,34813867,2021-04-21,6858,196.99,0.019699046934372445
Saudi Arabia,34813867,2021-04-20,6846,196.646,0.01966457791086523
Saudi Arabia,34813867,2021-04-19,6834,196.301,0.019630108887358017
Bahrain,1701583,2020-11-15,334,196.288,0.019628780964548894
Kuwait,4270563,2020-11-15,838,196.227,0.019622705484031028
Saudi Arabia,34813867,2021-04-18,6823,195.985,0.019598512282476405
Oman,5106622,2020-10-07,1000,195.824,0.019582416713044355
Bahrain,1701583,2020-11-14,333,195.7,0.019570012159265814
Saudi Arabia,34813867,2021-04-17,6810,195.612,0.01956117084034359
Kuwait,4270563,2020-11-14,835,195.525,0.01955245713504285
Saudi Arabia,34813867,2021-04-16,6801,195.353,0.01953531907271318
Bahrain,1701583,2020-11-11,332,195.112,0.019511243353982733
Bahrain,1701583,2020-11-12,332,195.112,0.019511243353982733
Bahrain,1701583,2020-11-13,332,195.112,0.019511243353982733
Saudi Arabia,34813867,2021-04-15,6791,195.066,0.01950659488645717
Kuwait,4270563,2020-11-13,833,195.056,0.019505624902384066
Saudi Arabia,34813867,2021-04-14,6781,194.779,0.01947787070020116
Saudi Arabia,34813867,2021-04-13,6773,194.549,0.019454891351196348
Bahrain,1701583,2020-11-10,331,194.525,0.019452474548699653
Kuwait,4270563,2020-11-12,830,194.354,0.019435376553395885
Saudi Arabia,34813867,2021-04-12,6765,194.319,0.01943191200219154
Saudi Arabia,34813867,2021-04-11,6754,194.003,0.01940031539730993
Oman,5106622,2020-10-06,990,193.866,0.019386592545913912
Saudi Arabia,34813867,2021-04-10,6747,193.802,0.01938020846693072
Saudi Arabia,34813867,2021-04-09,6737,193.515,0.01935148428067471
Kuwait,4270563,2020-11-11,826,193.417,0.019341712088078316
Bahrain,1701583,2020-11-07,329,193.349,0.01933493693813349
Bahrain,1701583,2020-11-08,329,193.349,0.01933493693813349
Bahrain,1701583,2020-11-09,329,193.349,0.01933493693813349
Saudi Arabia,34813867,2021-04-08,6728,193.256,0.0193256325130443
Saudi Arabia,34813867,2021-04-07,6719,192.998,0.01929978074541389
Oman,5106622,2020-10-05,985,192.887,0.019288680462348693
Saudi Arabia,34813867,2021-04-06,6711,192.768,0.01927680139640908
Bahrain,1701583,2020-11-05,328,192.762,0.019276168132850408
Bahrain,1701583,2020-11-06,328,192.762,0.019276168132850408
Saudi Arabia,34813867,2021-04-05,6704,192.567,0.019256694466029872
Saudi Arabia,34813867,2021-04-04,6697,192.366,0.019236587535650666
Kuwait,4270563,2020-11-10,821,192.246,0.019224631506431354
Bahrain,1701583,2020-11-04,327,192.174,0.01921739932756733
Saudi Arabia,34813867,2021-04-03,6690,192.165,0.01921648060527146
Saudi Arabia,34813867,2021-04-02,6684,191.992,0.01919924609351785
Saudi Arabia,34813867,2021-04-01,6676,191.763,0.019176266744513042
Saudi Arabia,34813867,2021-03-31,6669,191.562,0.019156159814133832
Saudi Arabia,34813867,2021-03-30,6663,191.389,0.019138925302380226
Oman,5106622,2020-10-04,977,191.32,0.019132021128644337
Saudi Arabia,34813867,2021-03-29,6656,191.188,0.01911881837200102
Kuwait,4270563,2020-11-09,816,191.076,0.01910755092478439
Saudi Arabia,34813867,2021-03-28,6650,191.016,0.01910158386024741
Saudi Arabia,34813867,2021-03-27,6643,190.815,0.019081476929868207
Saudi Arabia,34813867,2021-03-26,6637,190.642,0.019064242418114597
Saudi Arabia,34813867,2021-03-25,6630,190.441,0.01904413548773539
Bahrain,1701583,2020-11-03,324,190.411,0.01904109291171809
Saudi Arabia,34813867,2021-03-24,6624,190.269,0.019026900975981784
Saudi Arabia,34813867,2021-03-23,6618,190.097,0.019009666464228175
Saudi Arabia,34813867,2021-03-22,6613,189.953,0.01899530437110017
Kuwait,4270563,2020-11-08,811,189.905,0.018990470343137427
Saudi Arabia,34813867,2021-03-21,6609,189.838,0.018983814696597767
Saudi Arabia,34813867,2021-03-20,6602,189.637,0.018963707766218557
Saudi Arabia,34813867,2021-03-19,6596,189.465,0.018946473254464954
Saudi Arabia,34813867,2021-03-18,6591,189.321,0.01893211116133695
Bahrain,1701583,2020-11-02,322,189.236,0.018923555301151928
Kuwait,4270563,2020-11-07,808,189.202,0.01892022199414925
Saudi Arabia,34813867,2021-03-17,6585,189.149,0.01891487664958334
Saudi Arabia,34813867,2021-03-16,6578,188.948,0.018894769719204133
Saudi Arabia,34813867,2021-03-15,6573,188.804,0.018880407626076127
Bahrain,1701583,2020-10-31,321,188.648,0.018864786495868847
Bahrain,1701583,2020-11-01,321,188.648,0.018864786495868847
Saudi Arabia,34813867,2021-03-14,6567,188.632,0.01886317311432252
Saudi Arabia,34813867,2021-03-13,6563,188.517,0.018851683439820115
Saudi Arabia,34813867,2021-03-12,6556,188.316,0.018831576509440905
Kuwait,4270563,2020-11-06,804,188.266,0.018826557528831677
Saudi Arabia,34813867,2021-03-11,6551,188.172,0.0188172144163129
Saudi Arabia,34813867,2021-03-10,6545,188,0.018799979904559297
Saudi Arabia,34813867,2021-03-09,6539,187.827,0.018782745392805687
Saudi Arabia,34813867,2021-03-08,6534,187.684,0.01876838329967768
Saudi Arabia,34813867,2021-03-07,6528,187.511,0.018751148787924075
Bahrain,1701583,2020-10-30,319,187.472,0.018747248885302686
Saudi Arabia,34813867,2021-03-06,6524,187.397,0.01873965911342167
Saudi Arabia,34813867,2021-03-05,6519,187.253,0.018725297020293664
Saudi Arabia,34813867,2021-03-04,6514,187.109,0.01871093492716566
Kuwait,4270563,2020-11-05,799,187.095,0.018709476947184715
Saudi Arabia,34813867,2021-03-03,6510,186.994,0.018699445252663257
Saudi Arabia,34813867,2021-03-02,6505,186.851,0.01868508315953525
Saudi Arabia,34813867,2021-03-01,6500,186.707,0.018670721066407246
Saudi Arabia,34813867,2021-02-28,6494,186.535,0.01865348655465364
Saudi Arabia,34813867,2021-02-27,6488,186.363,0.018636252042900033
Bahrain,1701583,2020-10-28,317,186.297,0.018629711274736525
Bahrain,1701583,2020-10-29,317,186.297,0.018629711274736525
Saudi Arabia,34813867,2021-02-26,6483,186.219,0.018621889949772027
Saudi Arabia,34813867,2021-02-25,6480,186.133,0.018613272693895223
Saudi Arabia,34813867,2021-02-24,6475,185.989,0.018598910600767217
Kuwait,4270563,2020-11-04,794,185.924,0.018592396365537753
Saudi Arabia,34813867,2021-02-23,6470,185.845,0.01858454850763921
Saudi Arabia,34813867,2021-02-22,6466,185.731,0.01857305883313681
Bahrain,1701583,2020-10-26,316,185.709,0.018570942469453445
Bahrain,1701583,2020-10-27,316,185.709,0.018570942469453445
Saudi Arabia,34813867,2021-02-21,6461,185.587,0.018558696740008804
Saudi Arabia,34813867,2021-02-20,6457,185.472,0.0185472070655064
Saudi Arabia,34813867,2021-02-19,6454,185.386,0.018538589809629594
Saudi Arabia,34813867,2021-02-18,6450,185.271,0.01852710013512719
Saudi Arabia,34813867,2021-02-17,6445,185.127,0.018512738041999183
Saudi Arabia,34813867,2021-02-16,6441,185.012,0.01850124836749678
Saudi Arabia,34813867,2021-02-15,6438,184.926,0.018492631111619976
Saudi Arabia,34813867,2021-02-14,6433,184.783,0.01847826901849197
Kuwait,4270563,2020-11-03,789,184.753,0.018475315783890788
Saudi Arabia,34813867,2021-02-13,6429,184.668,0.018466779343989565
Saudi Arabia,34813867,2021-02-12,6424,184.524,0.01845241725086156
Saudi Arabia,34813867,2021-02-11,6420,184.409,0.018440927576359154
Saudi Arabia,34813867,2021-02-10,6415,184.266,0.01842656548323115
Saudi Arabia,34813867,2021-02-09,6410,184.122,0.018412203390103146
Kuwait,4270563,2020-11-02,786,184.051,0.01840506743490261
Saudi Arabia,34813867,2021-02-08,6406,184.007,0.018400713715600737
Saudi Arabia,34813867,2021-02-07,6402,183.892,0.018389224041098336
Saudi Arabia,34813867,2021-02-06,6397,183.749,0.01837486194797033
Saudi Arabia,34813867,2021-02-05,6393,183.634,0.018363372273467925
Saudi Arabia,34813867,2021-02-04,6389,183.519,0.018351882598965523
Saudi Arabia,34813867,2021-02-03,6386,183.433,0.018343265343088718
Bahrain,1701583,2020-10-24,312,183.359,0.01833586724832112
Bahrain,1701583,2020-10-25,312,183.359,0.01833586724832112
Saudi Arabia,34813867,2021-02-02,6383,183.346,0.018334648087211913
Saudi Arabia,34813867,2021-02-01,6379,183.232,0.018323158412709508
Saudi Arabia,34813867,2021-01-31,6375,183.117,0.018311668738207106
Kuwait,4270563,2020-11-01,782,183.114,0.01831140296958504
Oman,5106622,2020-09-29,935,183.096,0.018309559626696476
Oman,5106622,2020-09-30,935,183.096,0.018309559626696476
Oman,5106622,2020-10-01,935,183.096,0.018309559626696476
Oman,5106622,2020-10-02,935,183.096,0.018309559626696476
Oman,5106622,2020-10-03,935,183.096,0.018309559626696476
Saudi Arabia,34813867,2021-01-30,6372,183.031,0.018303051482330305
Saudi Arabia,34813867,2021-01-29,6368,182.916,0.0182915618078279
Saudi Arabia,34813867,2021-01-28,6366,182.858,0.018285816970576695
Saudi Arabia,34813867,2021-01-27,6363,182.772,0.018277199714699894
Bahrain,1701583,2020-10-23,311,182.771,0.018277098443038042
Saudi Arabia,34813867,2021-01-26,6359,182.657,0.01826571004019749
Saudi Arabia,34813867,2021-01-25,6355,182.542,0.018254220365695083
Saudi Arabia,34813867,2021-01-24,6352,182.456,0.018245603109818282
Kuwait,4270563,2020-10-31,779,182.412,0.018241154620596865
Saudi Arabia,34813867,2021-01-23,6350,182.399,0.018239858272567078
Saudi Arabia,34813867,2021-01-22,6346,182.284,0.018228368598064672
Saudi Arabia,34813867,2021-01-21,6342,182.169,0.018216878923562267
Saudi Arabia,34813867,2021-01-20,6338,182.054,0.018205389249059865
Saudi Arabia,34813867,2021-01-19,6335,181.968,0.018196771993183064
Saudi Arabia,34813867,2021-01-18,6329,181.795,0.018179537481429454
Saudi Arabia,34813867,2021-01-17,6323,181.623,0.018162302969675848
Saudi Arabia,34813867,2021-01-16,6318,181.479,0.018147940876547843
Saudi Arabia,34813867,2021-01-15,6313,181.336,0.018133578783419837
Saudi Arabia,34813867,2021-01-14,6310,181.25,0.018124961527543032
Saudi Arabia,34813867,2021-01-13,6304,181.077,0.018107727015789426
Bahrain,1701583,2020-10-21,308,181.008,0.0181007920271888
Bahrain,1701583,2020-10-22,308,181.008,0.0181007920271888
Kuwait,4270563,2020-10-30,773,181.007,0.018100657922620507
Saudi Arabia,34813867,2021-01-12,6300,180.962,0.01809623734128702
Oman,5106622,2020-09-28,924,180.942,0.018094153042852983
Saudi Arabia,34813867,2021-01-11,6295,180.819,0.018081875248159015
Saudi Arabia,34813867,2021-01-10,6291,180.704,0.018070385573656613
Saudi Arabia,34813867,2021-01-09,6286,180.56,0.018056023480528607
Saudi Arabia,34813867,2021-01-08,6282,180.445,0.018044533806026202
Saudi Arabia,34813867,2021-01-07,6278,180.33,0.018033044131523797
Saudi Arabia,34813867,2021-01-06,6272,180.158,0.01801580961977019
Saudi Arabia,34813867,2021-01-05,6265,179.957,0.017995702689390984
Saudi Arabia,34813867,2021-01-04,6256,179.699,0.017969850921760573
Kuwait,4270563,2020-10-29,767,179.602,0.017960161224644153
Saudi Arabia,34813867,2021-01-03,6246,179.411,0.01794112673550456
Bahrain,1701583,2020-10-20,305,179.245,0.01792448561133956
Saudi Arabia,34813867,2021-01-02,6239,179.21,0.017921019805125355
Saudi Arabia,34813867,2021-01-01,6230,178.952,0.017895168037494944
Saudi Arabia,34813867,2020-12-31,6223,178.751,0.017875061107115738
Kuwait,4270563,2020-10-28,763,178.665,0.01786649675932658
Saudi Arabia,34813867,2020-12-30,6214,178.492,0.017849209339485327
Saudi Arabia,34813867,2020-12-29,6204,178.205,0.017820485153229315
Oman,5106622,2020-09-27,909,178.004,0.017800416792157322
Saudi Arabia,34813867,2020-12-28,6196,177.975,0.017797505804224505
Saudi Arabia,34813867,2020-12-27,6185,177.659,0.017765909199342896
Bahrain,1701583,2020-10-19,302,177.482,0.017748179195490318
Saudi Arabia,34813867,2020-12-26,6176,177.401,0.017740057431712485
Saudi Arabia,34813867,2020-12-25,6168,177.171,0.017717078082707675
Kuwait,4270563,2020-10-27,756,177.026,0.017702583945020833
Saudi Arabia,34813867,2020-12-24,6159,176.912,0.017691226315077264
Saudi Arabia,34813867,2020-12-23,6148,176.596,0.017659629710195655
Saudi Arabia,34813867,2020-12-22,6139,176.338,0.017633777942565244
Bahrain,1701583,2020-10-18,300,176.306,0.017630641584924157
Saudi Arabia,34813867,2020-12-21,6131,176.108,0.017610798593560434
Saudi Arabia,34813867,2020-12-20,6122,175.849,0.017584946825930023
Saudi Arabia,34813867,2020-12-19,6112,175.562,0.01755622263967401
Kuwait,4270563,2020-10-26,749,175.387,0.017538671130715083
Saudi Arabia,34813867,2020-12-18,6101,175.246,0.017524626034792403
Saudi Arabia,34813867,2020-12-17,6091,174.959,0.01749590184853639
Kuwait,4270563,2020-10-25,746,174.684,0.017468422781726906
Saudi Arabia,34813867,2020-12-16,6080,174.643,0.017464305243654776
Saudi Arabia,34813867,2020-12-15,6069,174.327,0.017432708638773164
Kuwait,4270563,2020-10-24,744,174.216,0.01742159054906812
Saudi Arabia,34813867,2020-12-14,6059,174.04,0.017403984452517153
Saudi Arabia,34813867,2020-12-13,6048,173.724,0.01737238784763554
Saudi Arabia,34813867,2020-12-12,6036,173.379,0.01733791882412833
Oman,5106622,2020-09-24,885,173.304,0.017330438791044254
Oman,5106622,2020-09-25,885,173.304,0.017330438791044254
Oman,5106622,2020-09-26,885,173.304,0.017330438791044254
Kuwait,4270563,2020-10-23,740,173.279,0.01732792608375055
Saudi Arabia,34813867,2020-12-11,6023,173.006,0.017300577381995513
Saudi Arabia,34813867,2020-12-10,6012,172.69,0.0172689807771139
Saudi Arabia,34813867,2020-12-09,6002,172.403,0.01724025659085789
Bahrain,1701583,2020-10-17,293,172.193,0.017219259947942593
Saudi Arabia,34813867,2020-12-08,5989,172.029,0.017202915148725077
Saudi Arabia,34813867,2020-12-07,5977,171.684,0.01716844612521786
Bahrain,1701583,2020-10-16,292,171.605,0.017160491142659513
Oman,5106622,2020-09-23,875,171.346,0.017134614623913812
Saudi Arabia,34813867,2020-12-06,5965,171.34,0.01713397710171065
Saudi Arabia,34813867,2020-12-05,5954,171.024,0.017102380496829037
Kuwait,4270563,2020-10-22,730,170.938,0.017093764920456625
Saudi Arabia,34813867,2020-12-04,5940,170.622,0.01706216663607062
Saudi Arabia,34813867,2020-12-03,5930,170.334,0.01703344244981461
Saudi Arabia,34813867,2020-12-02,5919,170.018,0.017001845844932997
Bahrain,1701583,2020-10-15,289,169.842,0.01698418472681027
Saudi Arabia,34813867,2020-12-01,5907,169.674,0.016967376821425784
Oman,5106622,2020-09-22,865,169.388,0.016938790456783367
Saudi Arabia,34813867,2020-11-30,5896,169.358,0.016935780216544172
Saudi Arabia,34813867,2020-11-29,5884,169.013,0.01690131119303696
Kuwait,4270563,2020-10-21,721,168.83,0.01688301987349209
Bahrain,1701583,2020-10-14,287,168.666,0.016866647116244107
Saudi Arabia,34813867,2020-11-28,5870,168.611,0.016861097332278543
Saudi Arabia,34813867,2020-11-27,5857,168.238,0.01682375589014573
Saudi Arabia,34813867,2020-11-26,5840,167.749,0.01677492477351051
Bahrain,1701583,2020-10-13,285,167.491,0.01674910950567795
Saudi Arabia,34813867,2020-11-25,5825,167.318,0.016731838494126496
Kuwait,4270563,2020-10-20,714,167.191,0.01671910705918634
Oman,5106622,2020-09-21,853,167.038,0.016703801456226835
Saudi Arabia,34813867,2020-11-24,5811,166.916,0.01669162463336808
Saudi Arabia,34813867,2020-11-23,5796,166.485,0.01664853835398406
Kuwait,4270563,2020-10-19,710,166.254,0.01662544259386877
Saudi Arabia,34813867,2020-11-22,5780,166.026,0.01660257965597444
Oman,5106622,2020-09-20,846,165.667,0.016566724539235526
Saudi Arabia,34813867,2020-11-21,5761,165.48,0.016548003702088022
Saudi Arabia,34813867,2020-11-20,5745,165.02,0.016502045004078404
Saudi Arabia,34813867,2020-11-19,5729,164.561,0.016456086306068787
Bahrain,1701583,2020-10-12,280,164.553,0.016455265479262546
Kuwait,4270563,2020-10-18,701,164.147,0.016414697546904236
Saudi Arabia,34813867,2020-11-18,5710,164.015,0.016401510352182364
Saudi Arabia,34813867,2020-11-17,5692,163.498,0.016349806816921546
Saudi Arabia,34813867,2020-11-16,5676,163.038,0.016303848118911925
Kuwait,4270563,2020-10-17,694,162.508,0.01625078473259849
Saudi Arabia,34813867,2020-11-15,5657,162.493,0.016249272165025506
Saudi Arabia,34813867,2020-11-14,5641,162.033,0.016203313467015888
Bahrain,1701583,2020-10-11,275,161.614,0.016161421452847144
Saudi Arabia,34813867,2020-11-13,5625,161.574,0.016157354769006267
Kuwait,4270563,2020-10-16,690,161.571,0.016157120267280917
Saudi Arabia,34813867,2020-11-12,5605,160.999,0.016099906396494248
Saudi Arabia,34813867,2020-11-11,5590,160.568,0.01605682011711023
United Arab Emirates,9890400,2021-04-30,1587,160.459,0.016045862654695462
Bahrain,1701583,2020-10-10,273,160.439,0.016043883842280983
Oman,5106622,2020-09-17,818,160.184,0.016018416871270282
Oman,5106622,2020-09-18,818,160.184,0.016018416871270282
Oman,5106622,2020-09-19,818,160.184,0.016018416871270282
Kuwait,4270563,2020-10-15,684,160.166,0.016016623569304562
Saudi Arabia,34813867,2020-11-10,5576,160.166,0.016016606256351814
United Arab Emirates,9890400,2021-04-29,1584,160.155,0.016015530211113807
United Arab Emirates,9890400,2021-04-28,1580,159.751,0.015975086953004935
Saudi Arabia,34813867,2020-11-09,5559,159.678,0.015967775139716596
United Arab Emirates,9890400,2021-04-27,1578,159.549,0.015954865323950497
Bahrain,1701583,2020-10-09,271,159.263,0.01592634623171482
Saudi Arabia,34813867,2020-11-08,5540,159.132,0.015913199185830177
United Arab Emirates,9890400,2021-04-26,1573,159.043,0.015904311251314404
Qatar,2881060,2021-04-30,458,158.969,0.015896926825543375
United Arab Emirates,9890400,2021-04-25,1571,158.841,0.01588408962225997
Saudi Arabia,34813867,2020-11-07,5525,158.701,0.01587011290644616
United Arab Emirates,9890400,2021-04-24,1569,158.639,0.015863867993205532
United Arab Emirates,9890400,2021-04-23,1567,158.436,0.015843646364151094
Kuwait,4270563,2020-10-14,676,158.293,0.015829294638669424
United Arab Emirates,9890400,2021-04-22,1565,158.234,0.01582342473509666
Saudi Arabia,34813867,2020-11-06,5506,158.155,0.015815536952559738
United Arab Emirates,9890400,2021-04-21,1561,157.83,0.015782981476987784
Saudi Arabia,34813867,2020-11-05,5489,157.667,0.015766705835924516
Oman,5106622,2020-09-16,805,157.638,0.015763845454000707
United Arab Emirates,9890400,2021-04-20,1559,157.628,0.01576275984793335
Kuwait,4270563,2020-10-13,672,157.356,0.01573563017335185
United Arab Emirates,9890400,2021-04-19,1556,157.324,0.015732427404351695
Saudi Arabia,34813867,2020-11-04,5471,157.15,0.015715002300663698
United Arab Emirates,9890400,2021-04-18,1554,157.122,0.01571220577529726
Saudi Arabia,34813867,2020-11-03,5456,156.719,0.01567191602127968
United Arab Emirates,9890400,2021-04-17,1550,156.718,0.015671762517188385
United Arab Emirates,9890400,2021-04-16,1547,156.414,0.01564143007360673
United Arab Emirates,9890400,2021-04-15,1545,156.212,0.015621208444552292
Qatar,2881060,2021-04-29,450,156.193,0.015619251247804628
Saudi Arabia,34813867,2020-11-02,5437,156.173,0.01561734006739326
Oman,5106622,2020-09-15,797,156.072,0.015607186120296351
United Arab Emirates,9890400,2021-04-14,1541,155.808,0.01558076518644342
Saudi Arabia,34813867,2020-11-01,5420,155.685,0.01556850895075804
Kuwait,4270563,2020-10-12,664,155.483,0.015548301242716708
United Arab Emirates,9890400,2021-04-13,1537,155.403,0.015540321928334547
Saudi Arabia,34813867,2020-10-31,5402,155.168,0.015516805415497222
Bahrain,1701583,2020-10-08,264,155.15,0.015514964594733258
United Arab Emirates,9890400,2021-04-12,1533,154.999,0.015499878670225675
United Arab Emirates,9890400,2021-04-11,1531,154.797,0.015479657041171237
Oman,5106622,2020-09-14,790,154.701,0.015470109203305044
Saudi Arabia,34813867,2020-10-30,5383,154.622,0.0154622294616108
United Arab Emirates,9890400,2021-04-10,1529,154.594,0.0154594354121168
Qatar,2881060,2021-04-28,445,154.457,0.015445704011717909
United Arab Emirates,9890400,2021-04-09,1526,154.291,0.015429102968535146
Kuwait,4270563,2020-10-11,658,154.078,0.015407804544740352
Saudi Arabia,34813867,2020-10-29,5363,154.048,0.015404781089098778
United Arab Emirates,9890400,2021-04-08,1523,153.988,0.01539877052495349
Bahrain,1701583,2020-10-06,262,153.974,0.015397426984167096
Bahrain,1701583,2020-10-07,262,153.974,0.015397426984167096
United Arab Emirates,9890400,2021-04-07,1520,153.684,0.015368438081371836
Saudi Arabia,34813867,2020-10-28,5348,153.617,0.015361694809714761
